row,col,baseline,noise_width,timestamp,chip_name,chip_address,batch_name,batch_id,batch_started_at,save_notes
7,7,531,7,2026-04-10T18:16:40.111756+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
7,8,530,7,2026-04-10T18:16:40.640747+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
7,9,525,5,2026-04-10T18:16:41.166015+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
7,10,529,7,2026-04-10T18:16:41.690433+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
7,11,513,6,2026-04-10T18:16:42.214899+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
7,12,531,6,2026-04-10T18:16:42.763358+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
7,13,521,5,2026-04-10T18:16:43.322344+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
7,14,516,6,2026-04-10T18:16:43.866779+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
7,15,534,7,2026-04-10T18:16:44.415941+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
8,0,499,9,2026-04-10T18:16:44.962824+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
8,1,517,5,2026-04-10T18:16:45.511906+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
8,2,515,4,2026-04-10T18:16:46.057439+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
8,3,503,8,2026-04-10T18:16:46.614610+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
8,4,526,9,2026-04-10T18:16:47.167516+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
8,5,507,6,2026-04-10T18:16:47.716877+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
8,6,512,5,2026-04-10T18:16:48.249353+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
8,7,512,6,2026-04-10T18:16:48.775265+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
8,8,535,6,2026-04-10T18:16:49.298888+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
8,9,533,4,2026-04-10T18:16:49.824429+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
8,10,536,7,2026-04-10T18:16:50.353339+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
8,11,525,8,2026-04-10T18:16:50.904467+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
8,12,532,9,2026-04-10T18:16:51.454062+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
8,13,539,8,2026-04-10T18:16:52.003805+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
8,14,525,6,2026-04-10T18:16:52.538920+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
8,15,528,7,2026-04-10T18:16:53.062335+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
9,0,511,6,2026-04-10T18:16:53.588374+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
9,1,525,6,2026-04-10T18:16:54.112519+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
9,2,520,6,2026-04-10T18:16:54.656271+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
9,3,515,6,2026-04-10T18:16:55.203634+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
9,4,508,6,2026-04-10T18:16:55.740098+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
9,5,533,7,2026-04-10T18:16:56.268892+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
9,6,524,7,2026-04-10T18:16:56.802794+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
9,7,517,7,2026-04-10T18:16:57.349932+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
9,8,534,9,2026-04-10T18:16:57.896436+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
9,9,533,6,2026-04-10T18:16:58.462280+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
9,10,528,5,2026-04-10T18:16:59.005980+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
9,11,520,5,2026-04-10T18:16:59.543342+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
9,12,522,6,2026-04-10T18:17:00.069979+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
9,13,536,6,2026-04-10T18:17:00.594476+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
9,14,508,5,2026-04-10T18:17:01.123970+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
9,15,530,2,2026-04-10T18:17:01.656698+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
10,0,515,5,2026-04-10T18:17:02.208574+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
10,1,519,6,2026-04-10T18:17:02.754694+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
10,2,507,6,2026-04-10T18:17:03.304903+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
10,3,492,5,2026-04-10T18:17:03.856021+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
10,4,513,4,2026-04-10T18:17:04.405254+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
10,5,519,8,2026-04-10T18:17:04.949444+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
10,6,523,6,2026-04-10T18:17:05.494502+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
10,7,520,7,2026-04-10T18:17:06.063546+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
10,8,535,6,2026-04-10T18:17:06.606673+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
10,9,523,7,2026-04-10T18:17:07.148989+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
